"tokenid","total_score","residential_score","commercial_score","industrial_score","residential_boost","commercial_boost","industrial_boost","residential_buildings","commercial_buildings","industrial_buildings","public_buildings","launcher","crossing_type","color_scheme","gradient_direction","hospital","police station","fire station","football stadium","baseball stadium","soccer stadium","wind farm","solar farm","nuclear power plant","metroverse theatre","metroverse museum","metcinema","rocket launch site","crypto mining facility","unbelievaltable","rail-x-rail","river-x-river","neo tokyo throne","etherorcs battle arena","karafuru vending machine","terra attack launcher","omni attack launcher","plasma attack launcher","metro attack launcher","terra shield launcher","omni shield launcher","plasma shield launcher","metro shield launcher","terra boost launcher","omni boost launcher","plasma boost launcher","metro boost launcher"
"16436","330","82","74","138","0.15","0.15","0.09","9","9","14","4","Metro Boost Launcher","rail-x-rail","80","60",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16437","352","118","98","100","0.13","0.13","0.1","13","7","8","3","Metro Attack Launcher","street-x-street","20","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"16438","295","88","93","114","0.25","0.24","0.07","9","10","9","7","0","street-x-rail","120","100",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16439","313","94","89","130","0.15","0.15","0.07","9","9","13","4","0","street-x-river","100","80",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16440","282","102","93","51","0.17","0.17","0.08","10","10","7","5","Plasma Boost Launcher","street-x-street","20","0",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"16441","291","59","117","79","0.18","0.17","0.07","5","12","9","5","Terra Shield Launcher","river-x-street","40","20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"16442","327","78","123","126","0.05","0.05","0","9","10","14","2","0","street-x-river","60","40",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"16443","295","97","96","102","0.12","0.12","0.04","8","10","11","4","0","street-x-street","20","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16444","252","83","46","123","0.15","0.14","0.09","10","6","12","5","0","rail-x-street","-180","0",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16445","277","84","109","84","0.12","0.12","0.09","11","13","13","3","0","rail-x-rail","160","140",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16446","272","88","90","94","0.18","0.18","0.09","8","9","14","5","0","rail-x-river","120","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16447","218","71","39","108","0.17","0.17","0.14","9","5","11","7","0","street-x-street","-20","-40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16448","333","55","82","196","0.06","0.06","0.08","7","9","16","3","0","street-x-street","-160","-180",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16449","296","86","57","153","0.08","0.07","0.1","9","9","13","4","0","river-x-rail","-160","-180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16450","275","57","74","144","0.15","0.14","0.04","9","9","16","4","0","rail-x-rail","-180","160",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16451","302","80","90","96","0.11","0.11","0.08","8","9","11","3","Omni Attack Launcher","rail-x-rail","140","120",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16452","274","116","76","82","0.1","0.09","0","13","9","10","3","0","rail-x-rail","-60","0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16453","236","87","74","75","0.13","0.13","0.07","12","9","10","4","0","rail-x-street","140","120",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16454","302","81","119","102","0.17","0.16","0.09","11","12","11","4","0","street-x-street","80","60",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16455","355","111","84","124","0.22","0.21","0.07","11","6","11","6","Terra Shield Launcher","street-x-street","120","100",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"16456","251","57","109","85","0.16","0.15","0.11","8","12","10","3","0","street-x-street","140","120",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16457","258","81","87","90","-0.01","-0.01","0.06","11","11","10","2","0","street-x-rail","-160","0",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16458","322","90","86","146","0.13","0.12","0.09","9","10","14","4","0","river-x-street","60","40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16459","291","105","99","87","0.22","0.22","0.2","11","11","10","5","0","street-x-rail","-140","-160",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16460","302","107","132","63","0.23","0.22","0.16","11","13","6","5","0","rail-x-rail","60","40",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16461","305","84","65","120","0.18","0.17","0.09","9","7","12","4","Omni Attack Launcher","street-x-street","-160","-180",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16462","339","86","110","107","0.13","0.12","0.04","11","12","10","3","Plasma Attack Launcher","street-x-street","-40","-60",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"16463","346","101","94","151","0.18","0.18","0.11","12","10","11","5","0","street-x-rail","160","140",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16464","306","63","118","89","0.21","0.2","0.04","8","10","11","6","Plasma Attack Launcher","rail-x-street","-100","-120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"16465","287","89","80","118","0.14","0.14","0.09","8","10","13","4","0","river-x-rail","60","40",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16466","307","102","81","88","0.2","0.2","0.16","13","8","11","5","Terra Attack Launcher","street-x-street","120","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"16467","286","109","107","70","0.17","0.17","0.08","12","12","9","5","0","street-x-street","160","140",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16468","322","110","91","121","0.18","0.17","0.09","12","9","10","4","0","rail-x-rail","-140","-160",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16469","297","95","82","120","0.25","0.24","0.16","9","9","11","6","0","street-x-street","20","0",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16470","302","83","75","144","0.18","0.18","0.09","9","9","11","5","0","street-x-rail","100","80",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16471","298","115","69","114","0.17","0.17","0.12","9","8","12","4","0","rail-x-street","80","0",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16472","315","119","117","79","0.21","0.2","0.11","12","10","9","5","0","street-x-street","-180","160",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16473","338","106","88","108","0.1","0.1","0.03","11","10","10","3","Terra Shield Launcher","street-x-street","140","120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"16474","291","85","107","99","0.17","0.16","0.07","9","10","13","4","0","street-x-street","-100","-120",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16475","290","55","125","110","0.14","0.14","0.07","8","10","10","4","0","street-x-street","-40","-60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"16476","290","67","63","124","0.21","0.19","0.05","9","5","13","5","Terra Attack Launcher","street-x-river","60","0",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"16477","304","120","52","132","0.13","0.13","0.07","13","7","10","4","0","river-x-river","-60","-80",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16478","313","115","75","87","0.22","0.21","0.1","8","7","10","5","Plasma Shield Launcher","river-x-street","-60","-80",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"16479","313","108","82","123","0.21","0.21","0.12","11","11","10","6","0","rail-x-river","-60","-80",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16480","303","154","79","34","0.21","0.19","0.04","11","9","6","5","Plasma Attack Launcher","street-x-street","140","0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"16481","209","81","82","46","0.38","0.37","0.24","9","8","6","9","0","street-x-rail","60","40",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16482","273","84","65","88","0.29","0.28","0.17","8","7","8","7","Omni Attack Launcher","street-x-rail","-60","-80",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16483","349","95","93","125","0.09","0.09","0.04","10","8","7","3","Omni Attack Launcher","river-x-street","20","0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"16484","278","64","135","79","0.24","0.23","0.13","9","12","7","6","0","river-x-street","-80","-100",1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16485","324","138","121","65","0.16","0.16","0.11","12","10","7","4","0","street-x-street","160","0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16486","324","112","44","132","0.09","0.09","0.03","12","5","13","3","Omni Attack Launcher","rail-x-river","140","120",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16487","342","122","82","138","0.11","0.11","0.08","12","9","13","3","0","street-x-rail","-160","-180",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16488","320","120","142","58","0.05","0.05","0","14","14","8","2","0","street-x-street","-20","-40",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16489","311","135","78","62","0.09","0.09","0.03","14","10","7","3","Plasma Boost Launcher","rail-x-rail","-80","-100",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"16490","251","122","34","95","0.39","0.37","0.19","8","5","10","9","0","street-x-rail","-140","-160",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16491","272","62","70","104","0.2","0.19","0.21","6","7","11","6","Plasma Boost Launcher","rail-x-rail","100","80",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"16492","262","53","71","138","0.1","0.1","0.2","6","8","11","5","0","river-x-street","-100","-120",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16493","270","62","134","74","0.19","0.18","0.12","10","13","9","4","0","rail-x-street","20","0",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16494","341","68","113","124","0.1","0.1","0.04","8","9","10","3","Omni Shield Launcher","rail-x-street","-180","160",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"16495","307","54","110","107","0.26","0.25","0.15","7","9","9","6","Metro Attack Launcher","river-x-street","80","60",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"16496","289","107","97","85","0.08","0.08","0.15","11","10","7","4","0","rail-x-street","-40","-60",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16497","244","122","86","36","0.28","0.26","0.24","9","9","4","9","0","street-x-street","80","60",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16498","274","97","54","123","0.24","0.23","0.12","10","5","14","6","0","street-x-street","20","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16499","303","60","131","112","0.15","0.14","0.05","8","12","11","4","0","street-x-street","-180","160",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16500","245","90","115","40","0.22","0.21","0.1","9","11","7","5","0","river-x-street","-120","0",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16501","245","50","106","89","0.27","0.26","0.2","5","10","10","6","0","rail-x-street","60","40",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16502","289","35","144","74","0.21","0.21","0.21","4","11","10","6","Omni Boost Launcher","rail-x-rail","-80","0",0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"16503","291","81","130","80","0.09","0.09","0.08","10","12","10","2","0","street-x-street","-60","-80",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"16504","303","87","123","93","0.24","0.23","0.13","9","13","10","6","0","street-x-rail","-80","-100",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16505","294","80","86","92","0.14","0.13","0.14","6","9","9","5","Plasma Boost Launcher","river-x-street","160","140",0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"16506","311","111","82","82","0.25","0.25","0.12","9","9","8","7","Metro Boost Launcher","rail-x-street","140","120",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"16507","303","114","90","99","0.11","0.11","0.08","12","10","11","3","0","street-x-street","-80","-100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16508","327","112","126","89","0.15","0.14","0.14","11","10","11","4","0","river-x-street","-100","-120",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16509","291","52","67","136","0.13","0.12","0","6","8","14","4","Omni Shield Launcher","street-x-street","40","20",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"16510","313","139","129","45","0.21","0.2","0.04","12","8","7","6","0","rail-x-street","-100","-120",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"16511","276","74","99","67","0.25","0.25","0.18","9","9","8","6","Metro Attack Launcher","street-x-street","40","20",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"16512","287","111","51","125","0.13","0.13","0.12","10","7","11","5","0","street-x-street","-140","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16513","355","147","82","90","0.07","0.06","0","14","9","10","2","Plasma Shield Launcher","street-x-street","80","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"16514","242","70","71","101","0.3","0.28","0.11","7","7","13","7","0","street-x-rail","-20","-40",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16515","289","64","84","141","0.14","0.14","0.1","7","9","15","3","0","street-x-river","100","80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16516","321","131","86","104","0.21","0.2","0.09","12","8","10","5","0","rail-x-rail","80","60",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16517","332","120","104","108","0.19","0.18","0.07","10","10","13","5","0","river-x-street","-60","-80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16518","293","97","82","114","0.26","0.26","0.16","9","8","14","7","0","street-x-street","-100","-120",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16519","305","32","105","132","0.05","0.05","0","7","13","10","2","Terra Boost Launcher","street-x-street","-160","-180",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"16520","329","78","79","172","0.1","0.09","0.04","10","8","15","2","0","rail-x-rail","-100","-120",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16521","343","90","136","117","0.09","0.09","0.08","12","12","11","2","0","river-x-street","120","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16522","263","52","124","87","0.24","0.24","0.16","7","12","9","8","0","river-x-rail","-140","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16523","280","51","94","99","0.25","0.24","0.08","7","9","11","7","Omni Boost Launcher","rail-x-rail","-140","-160",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"16524","319","90","131","98","0.18","0.17","0.1","11","10","9","4","0","river-x-river","-80","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16525","254","73","101","80","0.2","0.18","0.08","10","11","8","4","0","street-x-street","-180","160",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16526","279","47","91","141","0.15","0.14","0.12","8","11","15","5","0","rail-x-street","160","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16527","325","132","116","77","0.12","0.12","0.14","14","12","8","4","0","street-x-river","-120","-140",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16528","310","73","63","138","0.13","0.13","0.13","7","6","8","6","Terra Attack Launcher","rail-x-street","-180","160",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"16529","277","104","61","112","0.21","0.2","0.07","10","7","11","6","0","rail-x-rail","0","-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16530","275","71","119","85","0.26","0.25","0.12","8","11","6","7","0","street-x-street","20","0",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16531","304","122","65","117","0.07","0.07","0.1","13","9","11","4","0","rail-x-rail","-40","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16532","316","103","127","50","0.07","0.07","0.03","9","9","7","2","Metro Attack Launcher","street-x-street","-140","-160",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"16533","311","77","110","124","0.1","0.1","0.04","9","12","11","3","0","street-x-rail","60","0",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16534","289","81","72","136","0.11","0.1","0","11","9","15","3","0","river-x-rail","-140","-160",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16535","326","96","66","128","0.17","0.17","0.1","9","5","13","4","Plasma Shield Launcher","river-x-street","120","100",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"16536","357","110","110","137","0.11","0.11","0.08","10","11","15","3","0","street-x-street","-160","-180",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16537","268","74","113","81","0.09","0.09","0.09","11","10","9","4","0","river-x-rail","0","-20",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16538","297","68","111","118","0.19","0.19","0.11","9","10","9","5","0","street-x-street","100","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16539","318","92","124","102","0.29","0.29","0.23","9","10","11","7","0","street-x-street","-160","-180",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16540","286","51","98","137","0.19","0.18","0.07","8","9","11","5","0","rail-x-rail","100","80",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16541","322","127","121","38","0.14","0.14","0.12","16","12","6","3","Metro Shield Launcher","street-x-street","-20","-40",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"16542","271","122","85","64","0.26","0.25","0.11","10","9","9","7","0","street-x-street","-20","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16543","292","109","115","68","0.14","0.13","0.08","10","12","10","3","0","street-x-street","40","20",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16544","337","80","141","116","0.19","0.19","0.17","8","10","12","6","0","rail-x-street","-20","0",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16545","338","64","132","106","0.11","0.11","0.06","8","12","9","3","Terra Attack Launcher","street-x-river","-160","-180",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"16546","320","123","80","117","0.22","0.2","0.07","12","7","11","5","0","street-x-river","-80","-100",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16547","356","117","92","147","0.08","0.08","0.04","9","9","14","2","0","street-x-river","-120","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16548","315","100","106","109","0.21","0.2","0.1","10","6","10","5","0","street-x-rail","-60","-80",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16549","321","81","141","63","0.09","0.09","0.03","9","16","8","3","Omni Attack Launcher","river-x-rail","120","100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16550","271","70","101","100","0.16","0.16","0.14","11","10","12","5","0","rail-x-river","100","80",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16551","287","88","119","80","0.11","0.1","0.05","11","8","9","4","0","street-x-river","-20","-40",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"16552","287","125","110","52","0.08","0.08","0","14","11","7","3","0","street-x-street","-120","0",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16553","321","135","69","117","0.03","0.03","0","15","7","13","1","0","street-x-street","-20","-40",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16554","318","145","59","114","0.16","0.15","0.07","13","6","12","4","0","rail-x-street","-40","-60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16555","332","91","91","114","0.14","0.14","0.11","11","10","9","3","Metro Shield Launcher","rail-x-river","140","120",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"16556","308","197","19","92","0.18","0.18","0.14","17","2","10","4","0","street-x-street","-180","160",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
